Device/Package xcku040fbva676 3/22/2016 18:05:10,,,,,,
,,,,,,
Pin,Pin Name,Memory Byte Group,Bank,I/O Type,Super Logic Region,No-Connect
T11,DXN,NA,NA,NA,NA,NA
N12,VCCADC,NA,NA,NA,NA,NA
N11,GNDADC,NA,NA,NA,NA,NA
T12,DXP,NA,NA,NA,NA,NA
R12,VREFP,NA,NA,NA,NA,NA
P11,VREFN,NA,NA,NA,NA,NA
P12,VP,NA,NA,NA,NA,NA
R11,VN,NA,NA,NA,NA,NA
K7,M0_0,NA,0,CONFIG,NA,NA
H7,M1_0,NA,0,CONFIG,NA,NA
G7,INIT_B_0,NA,0,CONFIG,NA,NA
L7,M2_0,NA,0,CONFIG,NA,NA
Y7,CFGBVS_0,NA,0,CONFIG,NA,NA
J8,PUDC_B_0,NA,0,CONFIG,NA,NA
F7,POR_OVERRIDE,NA,NA,NA,NA,NA
V7,DONE_0,NA,0,CONFIG,NA,NA
M7,PROGRAM_B_0,NA,0,CONFIG,NA,NA
L9,TDO_0,NA,0,CONFIG,NA,NA
N9,TDI_0,NA,0,CONFIG,NA,NA
N7,RDWR_FCS_B_0,NA,0,CONFIG,NA,NA
R7,D02_0,NA,0,CONFIG,NA,NA
U7,D00_MOSI_0,NA,0,CONFIG,NA,NA
P7,D03_0,NA,0,CONFIG,NA,NA
T7,D01_DIN_0,NA,0,CONFIG,NA,NA
P9,TMS_0,NA,0,CONFIG,NA,NA
U9,CCLK_0,NA,0,CONFIG,NA,NA
R9,TCK_0,NA,0,CONFIG,NA,NA
AA7,VBATT,NA,NA,NA,NA,NA
U20,IO_L24P_T3U_N10_44,3U,44,HP,NA,NA
U21,IO_L24N_T3U_N11_44,3U,44,HP,NA,NA
V21,IO_T3U_N12_44,3U,44,HP,NA,NA
P20,IO_L23P_T3U_N8_44,3U,44,HP,NA,NA
R20,IO_L23N_T3U_N9_44,3U,44,HP,NA,NA
T19,IO_L22P_T3U_N6_DBC_AD0P_44,3U,44,HP,NA,NA
T20,IO_L22N_T3U_N7_DBC_AD0N_44,3U,44,HP,NA,NA
P18,IO_L21P_T3L_N4_AD8P_44,3L,44,HP,NA,NA
P19,IO_L21N_T3L_N5_AD8N_44,3L,44,HP,NA,NA
P21,IO_L20P_T3L_N2_AD1P_44,3L,44,HP,NA,NA
R21,IO_L20N_T3L_N3_AD1N_44,3L,44,HP,NA,NA
R18,IO_L19P_T3L_N0_DBC_AD9P_44,3L,44,HP,NA,NA
T18,IO_L19N_T3L_N1_DBC_AD9N_44,3L,44,HP,NA,NA
P25,IO_L18P_T2U_N10_AD2P_44,2U,44,HP,NA,NA
R25,IO_L18N_T2U_N11_AD2N_44,2U,44,HP,NA,NA
P23,IO_L17P_T2U_N8_AD10P_44,2U,44,HP,NA,NA
P24,IO_L17N_T2U_N9_AD10N_44,2U,44,HP,NA,NA
R22,IO_L16P_T2U_N6_QBC_AD3P_44,2U,44,HP,NA,NA
R23,IO_L16N_T2U_N7_QBC_AD3N_44,2U,44,HP,NA,NA
P26,IO_L15P_T2L_N4_AD11P_44,2L,44,HP,NA,NA
R26,IO_L15N_T2L_N5_AD11N_44,2L,44,HP,NA,NA
T22,IO_L14P_T2L_N2_GC_44,2L,44,HP,NA,NA
U22,IO_L14N_T2L_N3_GC_44,2L,44,HP,NA,NA
T25,IO_T2U_N12_44,2U,44,HP,NA,NA
T23,IO_L13P_T2L_N0_GC_QBC_44,2L,44,HP,NA,NA
T24,IO_L13N_T2L_N1_GC_QBC_44,2L,44,HP,NA,NA
V22,IO_L12P_T1U_N10_GC_44,1U,44,HP,NA,NA
V23,IO_L12N_T1U_N11_GC_44,1U,44,HP,NA,NA
U25,IO_T1U_N12_44,1U,44,HP,NA,NA
U24,IO_L11P_T1U_N8_GC_44,1U,44,HP,NA,NA
V24,IO_L11N_T1U_N9_GC_44,1U,44,HP,NA,NA
U26,IO_L10P_T1U_N6_QBC_AD4P_44,1U,44,HP,NA,NA
V26,IO_L10N_T1U_N7_QBC_AD4N_44,1U,44,HP,NA,NA
Y25,IO_L9P_T1L_N4_AD12P_44,1L,44,HP,NA,NA
Y26,IO_L9N_T1L_N5_AD12N_44,1L,44,HP,NA,NA
W25,IO_L8P_T1L_N2_AD5P_44,1L,44,HP,NA,NA
W26,IO_L8N_T1L_N3_AD5N_44,1L,44,HP,NA,NA
W23,IO_L7P_T1L_N0_QBC_AD13P_44,1L,44,HP,NA,NA
W24,IO_L7N_T1L_N1_QBC_AD13N_44,1L,44,HP,NA,NA
AC23,IO_L6P_T0U_N10_AD6P_44,0U,44,HP,NA,NA
AC24,IO_L6N_T0U_N11_AD6N_44,0U,44,HP,NA,NA
Y23,IO_L5P_T0U_N8_AD14P_44,0U,44,HP,NA,NA
AA23,IO_L5N_T0U_N9_AD14N_44,0U,44,HP,NA,NA
AA25,IO_L4P_T0U_N6_DBC_AD7P_44,0U,44,HP,NA,NA
AB25,IO_L4N_T0U_N7_DBC_AD7N_44,0U,44,HP,NA,NA
AA22,IO_L3P_T0L_N4_AD15P_44,0L,44,HP,NA,NA
AB22,IO_L3N_T0L_N5_AD15N_44,0L,44,HP,NA,NA
AB26,IO_L2P_T0L_N2_44,0L,44,HP,NA,NA
AC26,IO_L2N_T0L_N3_44,0L,44,HP,NA,NA
Y22,IO_T0U_N12_VRP_44,0U,44,HP,NA,NA
AA24,IO_L1P_T0L_N0_DBC_44,0L,44,HP,NA,NA
AB24,IO_L1N_T0L_N1_DBC_44,0L,44,HP,NA,NA
U19,VREF_44,NA,44,HP,NA,NA
N21,IO_L24P_T3U_N10_45,3U,45,HP,NA,KU3P
M21,IO_L24N_T3U_N11_45,3U,45,HP,NA,KU3P
N19,IO_T3U_N12_45,3U,45,HP,NA,KU3P
J19,IO_L23P_T3U_N8_45,3U,45,HP,NA,KU3P
J20,IO_L23N_T3U_N9_45,3U,45,HP,NA,KU3P
M20,IO_L22P_T3U_N6_DBC_AD0P_45,3U,45,HP,NA,KU3P
L20,IO_L22N_T3U_N7_DBC_AD0N_45,3U,45,HP,NA,KU3P
M19,IO_L21P_T3L_N4_AD8P_45,3L,45,HP,NA,KU3P
L19,IO_L21N_T3L_N5_AD8N_45,3L,45,HP,NA,KU3P
K20,IO_L20P_T3L_N2_AD1P_45,3L,45,HP,NA,KU3P
K21,IO_L20N_T3L_N3_AD1N_45,3L,45,HP,NA,KU3P
L18,IO_L19P_T3L_N0_DBC_AD9P_45,3L,45,HP,NA,KU3P
K18,IO_L19N_T3L_N1_DBC_AD9N_45,3L,45,HP,NA,KU3P
