Device/Package xc7vx485tffg1930 8/18/2011 16:11:32,,,,,,,
,,,,,,,
Pin,Pin Name,Memory Byte Group,Bank,VCCAUX Group,Super Logic Region,I/O Type,No-Connect
AD22,DXN_0,NA,0,NA,NA,CONFIG,NA
AA23,VCCADC_0,NA,0,NA,NA,CONFIG,NA
AA22,GNDADC_0,NA,0,NA,NA,CONFIG,NA
AD23,DXP_0,NA,0,NA,NA,CONFIG,NA
AB22,VREFN_0,NA,0,NA,NA,CONFIG,NA
AC23,VREFP_0,NA,0,NA,NA,CONFIG,NA
AB23,VP_0,NA,0,NA,NA,CONFIG,NA
AC22,VN_0,NA,0,NA,NA,CONFIG,NA
U10,VCCBATT_0,NA,0,NA,NA,CONFIG,NA
V11,CCLK_0,NA,0,NA,NA,CONFIG,NA
W10,TCK_0,NA,0,NA,NA,CONFIG,NA
Y11,TMS_0,NA,0,NA,NA,CONFIG,NA
AB11,TDO_0,NA,0,NA,NA,CONFIG,NA
AA10,TDI_0,NA,0,NA,NA,CONFIG,NA
AC10,INIT_B_0,NA,0,NA,NA,CONFIG,NA
AE10,PROGRAM_B_0,NA,0,NA,NA,CONFIG,NA
AF11,CFGBVS_0,NA,0,NA,NA,CONFIG,NA
AD11,DONE_0,NA,0,NA,NA,CONFIG,NA
AG10,M2_0,NA,0,NA,NA,CONFIG,NA
AH11,M0_0,NA,0,NA,NA,CONFIG,NA
AJ10,M1_0,NA,0,NA,NA,CONFIG,NA
AJ29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AJ30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AJ31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AK29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AL29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AL30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AM30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AH29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AH30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AK31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AL31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AN29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AN30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AP31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AR31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AP29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AP30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AT30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AT31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AR29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AT29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AU30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AU31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AV29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AV30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AV32,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AW32,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AW30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AW31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AW29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AY29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AY31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
AY32,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
BA28,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
BA29,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
BA30,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
BA31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
BB31,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
BB32,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
BC32,NC,NA,NOPAD/UNCONNECTED,NA,NA,NA,NA
